CID,Annotator,Sentence,Sno.,Preprocessed,Eno.,Source,Target,Belief,Event
4310,Magda,"A: the birth mother’s mother there, you know oh &Robert has the magic touch.  I handed her to &Robert. Instant silence.",119,"the birth mother’s mother there, you know oh Robert has the magic touch. I handed her to Robert. Instant silence.",119.4,A,silence,true,Instant silence.
4310,Magda,B: uh-huh.,120,uh-huh.,120.1,B,uh,true,uh-huh.
4310,Magda,B: uh-huh.,121,uh-huh.,121.1,B,uh,true,uh-huh.
4310,Magda,A: Instant.,122,Instant.,122.1,A,Instant,true,Instant.
4310,Magda,A: She just stopped screaming immediately.,123,She just stopped screaming immediately.,123.1,A,stopped,true,She just stopped screaming immediately.
4310,Magda,A: She just stopped screaming immediately.,123,She just stopped screaming immediately.,123.2,A,screaming,true,screaming immediately
4310,Magda,B: uh-huh.,124,uh-huh.,124.1,B,uh,true,uh-huh.
4310,Magda,B: uh-huh.,125,uh-huh.,125.1,B,uh,true,uh-huh.
4310,Magda,A: So he held her for a little while. And then the nurse was afraid to take her back. Said oh she’s going to scream again. {laugh},126,So he held her for a little while. And then the nurse was afraid to take her back. Said oh she’s going to scream again.,126.1,A,held,true,So he held her for a little while.
4310,Magda,A: So he held her for a little while. And then the nurse was afraid to take her back. Said oh she’s going to scream again. {laugh},126,So he held her for a little while. And then the nurse was afraid to take her back. Said oh she’s going to scream again.,126.2,A,for,true,So he held her for a little while.
4310,Magda,A: So he held her for a little while. And then the nurse was afraid to take her back. Said oh she’s going to scream again. {laugh},126,So he held her for a little while. And then the nurse was afraid to take her back. Said oh she’s going to scream again.,126.3,A,take,unknown,to take her back
4310,Magda,A: So he held her for a little while. And then the nurse was afraid to take her back. Said oh she’s going to scream again. {laugh},126,So he held her for a little while. And then the nurse was afraid to take her back. Said oh she’s going to scream again.,126.4,A,Said,true,Said
4310,Magda,A: So he held her for a little while. And then the nurse was afraid to take her back. Said oh she’s going to scream again. {laugh},126,So he held her for a little while. And then the nurse was afraid to take her back. Said oh she’s going to scream again.,126.5,A,scream,unknown,to scream again
4310,Magda,A: So he held her for a little while. And then the nurse was afraid to take her back. Said oh she’s going to scream again. {laugh},126,So he held her for a little while. And then the nurse was afraid to take her back. Said oh she’s going to scream again.,126.6,A_he,scream,true,to scream again
4310,Magda,B: uh-,127,uh-,127.1,B,uh-,true,uh-
4310,Magda,B: uh-huh. {laugh},128,uh-huh.,128.1,B,uh,true,uh-huh.
4310,Magda,A: And she did {laugh},129,And she did,129.1,A,did,true,And she did
4310,Magda,B: uh-huh.,130,uh-huh.,130.1,B,uh,true,uh-huh.
4310,Magda,A: And off they went to the nursery and then you watched through the glass,131,And off they went to the nursery and then you watched through the glass,131.1,A,went,true,And off they went to the nursery
4310,Magda,A: And off they went to the nursery and then you watched through the glass,131,And off they went to the nursery and then you watched through the glass,131.2,A,watched,true,then you watched through the glass
4310,Magda,B: That must have [distorted] been very reassuring for &Robert.,132,That must have been very reassuring for Robert.,132.1,B,reassuring,unknown,That must have been very reassuring for Robert.
4310,Magda,"A: It was very nice wasn’t it. It was very wonderful for &Robert and for me too just to see, I knew it would work too.",133,"It was very nice wasn’t it. It was very wonderful for Robert and for me too just to see, I knew it would work too.",133.1,A,was,true,It was very nice wasn’t it.
4310,Magda,B: Very nice. yeah.,134,Very nice. yeah.,134.1,B,nice,true,Very nice.
4310,Magda,B: uh-huh.,135,uh-huh.,135.1,B,uh,true,uh-huh.
4310,Magda,B: uh-huh.,136,uh-huh.,136.1,B,uh,true,uh-huh.
4310,Magda,B: yeah.,137,yeah.,137.1,B,yeah,true,yeah.
4310,Magda,"A: I don’t know what it is. He has some, you have a theory. Body warmth or something but anyway.",138,"I don’t know what it is. He has some, you have a theory. Body warmth or something but anyway.",138.1,A,know,false,I don’t know what it is.
4310,Magda,"A: I don’t know what it is. He has some, you have a theory. Body warmth or something but anyway.",138,"I don’t know what it is. He has some, you have a theory. Body warmth or something but anyway.",138.2,A,have,true,He has some
4310,Magda,"A: I don’t know what it is. He has some, you have a theory. Body warmth or something but anyway.",138,"I don’t know what it is. He has some, you have a theory. Body warmth or something but anyway.",138.3,A,have,true,"He has some, you have a theory."
4310,Magda,"A: I don’t know what it is. He has some, you have a theory. Body warmth or something but anyway.",138,"I don’t know what it is. He has some, you have a theory. Body warmth or something but anyway.",138.4,A_he,have,true,He has some
4310,Magda,"A: I don’t know what it is. He has some, you have a theory. Body warmth or something but anyway.",138,"I don’t know what it is. He has some, you have a theory. Body warmth or something but anyway.",138.5,A_he,have,true,"He has some, you have a theory."
4310,Magda,B: yeah.,139,yeah.,139.1,B,yeah,true,yeah.
4310,Magda,"B: I think it’s partly it but there’re certain kind of men who, I think it’s men who have like these big",140,"I think it’s partly it but there’re certain kind of men who, I think it’s men who have like these big",140.1,B,think,true,I think it’s partly it
4310,Magda,"B: I think it’s partly it but there’re certain kind of men who, I think it’s men who have like these big",140,"I think it’s partly it but there’re certain kind of men who, I think it’s men who have like these big",140.2,B,have,unknown,who have like these big
4310,Magda,"B: I have this theory [[says laughing]] that it’s men who are very broad right under the elbow you know like,",141,"I have this theory that it’s men who are very broad right under the elbow you know like,",141.1,B,have,true,"I have this theory that it’s men who are very broad right under the elbow you know like,"
4310,Magda,"B: I have this theory [[says laughing]] that it’s men who are very broad right under the elbow you know like,",141,"I have this theory that it’s men who are very broad right under the elbow you know like,",141.2,B,are,unknown,who are very broad right under the elbow you know like
4310,Magda,"B: I have this theory [[says laughing]] that it’s men who are very broad right under the elbow you know like,",141,"I have this theory that it’s men who are very broad right under the elbow you know like,",141.3,B,know,true,you know
4310,Magda,A: Wait a minute. Broad under the elbow.  You mean in the chest?,142,Wait a minute. Broad under the elbow. You mean in the chest?,142.1,A,under,unknown,under the elbow
4310,Magda,A: Wait a minute. Broad under the elbow.  You mean in the chest?,142,Wait a minute. Broad under the elbow. You mean in the chest?,142.2,A,mean,true,You mean in the chest?
4310,Magda,B: like,143,like, , , , , 
4310,Magda,B: No. From the elbow down towards the wrist.,144,No. From the elbow down towards the wrist.,144.1,B,down,true,down
4310,Magda,A: oh.,145,oh.,145.1,A,oh,true,oh.
4310,Magda,B: Who have like these big broad forearms.,146,Who have like these big broad forearms.,146.1,B,like,true,Who have like these big broad forearms.
4310,Magda,A: {laugh},147,, , , , , 
4310,Magda,B: {laugh},148,, , , , , 
4310,Magda,B: I think babies like that.,149,I think babies like that.,149.1,B,think,true,I think babies like that.
4310,Magda,B: I think babies like that.,149,I think babies like that.,149.2,B,like,unknown,babies like that
4310,Magda,"A: You think it gives, it gives security.  I suppose.",150,"You think it gives, it gives security. I suppose.",150.1,A,think,true,You think it gives
4310,Magda,"A: You think it gives, it gives security.  I suppose.",150,"You think it gives, it gives security. I suppose.",150.2,A,gives,unknown,it gives
4310,Magda,"A: You think it gives, it gives security.  I suppose.",150,"You think it gives, it gives security. I suppose.",150.3,A,gives,unknown,"You think it gives, it gives security."
4310,Magda,B: (( )) Do you remember &Otto who moved my filing cabinet that time in &Philadelphia he’s another one?,151,Do you remember Otto who moved my filing cabinet that time in Philadelphia he’s another one?,151.1,B,remember,true,Do you remember Otto who moved my filing cabinet that time in Philadelphia he’s another one?
4310,Magda,B: (( )) Do you remember &Otto who moved my filing cabinet that time in &Philadelphia he’s another one?,151,Do you remember Otto who moved my filing cabinet that time in Philadelphia he’s another one?,151.2,B,moved,true,who moved my filing cabinet that time in Philadelphia
4310,Magda,A: Yes. uh-huh.,152,Yes. uh-huh.,152.1,A,Yes,true,Yes.
