CID,Annotator,Sentence,Sno.,Preprocessed,Coref Resolved,Eno.,Source,Target,Belief,Event
4310,Magda,"A: And I, and %um, what happened h-, I guess %um, {breath} that’s right. Her mom came running out to tell us the baby was born.",81,"And I, and what happened I guess that’s right. Her mom came running out to tell us the baby was born.","And I, and what happened I guess that’s right. Mae's's's mom came running out to tell us the baby was born.",81.3,A,came,true,Mae's's's mom came
4310,Magda,"A: And I, and %um, what happened h-, I guess %um, {breath} that’s right. Her mom came running out to tell us the baby was born.",81,"And I, and what happened I guess that’s right. Her mom came running out to tell us the baby was born.","And I, and what happened I guess that’s right. Mae's's's mom came running out to tell us the baby was born.",81.4,A,tell,true,to tell us the baby was born
4310,Magda,"A: And I, and %um, what happened h-, I guess %um, {breath} that’s right. Her mom came running out to tell us the baby was born.",81,"And I, and what happened I guess that’s right. Her mom came running out to tell us the baby was born.","And I, and what happened I guess that’s right. Mae's's's mom came running out to tell us the baby was born.",81.5,A,born,true,the baby was born
4310,Magda,B: uh-huh.,82,uh-huh.,uh-huh.,82.1,B,uh,true,uh-huh.
4310,Magda,A: And then she said that’s her. You can hear her {laugh},83,And then she said that’s her. You can hear her,And then Mae's's's mom said that’s the baby. You can hear the baby,83.1,A,said,true,And then Mae's's's mom said that’s the baby.
4310,Magda,A: And then she said that’s her. You can hear her {laugh},83,And then she said that’s her. You can hear her,And then Mae's's's mom said that’s the baby. You can hear the baby,83.2,A,hear,unknown,B can hear the baby
4310,Magda,A: And then she said that’s her. You can hear her {laugh},83,And then she said that’s her. You can hear her,And then Mae's's's mom said that’s the baby. You can hear the baby,83.3,A_she,hear,true,B can hear the baby
4310,Magda,B: {laugh},84, , , , , , , 
4310,Magda,"A: And %um, {lipsmack} said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.",85,And said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.,And said it was a beautiful birth. I mean two pushes and the baby was out which is really great so the baby’s very unsquashed and unbattered looking for a new baby.,85.1,A,said,true,And said it was a beautiful birth.
4310,Magda,"A: And %um, {lipsmack} said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.",85,And said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.,And said it was a beautiful birth. I mean two pushes and the baby was out which is really great so the baby’s very unsquashed and unbattered looking for a new baby.,85.2,A,was,unknown,it was a beautiful birth
4310,Magda,"A: And %um, {lipsmack} said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.",85,And said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.,And said it was a beautiful birth. I mean two pushes and the baby was out which is really great so the baby’s very unsquashed and unbattered looking for a new baby.,85.3,A,pushes,unknown,A mean two pushes
4310,Magda,"A: And %um, {lipsmack} said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.",85,And said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.,And said it was a beautiful birth. I mean two pushes and the baby was out which is really great so the baby’s very unsquashed and unbattered looking for a new baby.,85.4,A,out,unknown,the baby was out which is really great
4310,Magda,"A: And %um, {lipsmack} said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.",85,And said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.,And said it was a beautiful birth. I mean two pushes and the baby was out which is really great so the baby’s very unsquashed and unbattered looking for a new baby.,85.5,A,great,unknown,which is really great
4310,Magda,"A: And %um, {lipsmack} said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.",85,And said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.,And said it was a beautiful birth. I mean two pushes and the baby was out which is really great so the baby’s very unsquashed and unbattered looking for a new baby.,85.6,A,looking,unknown,looking for a new baby
4310,Magda,"A: And %um, {lipsmack} said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.",85,And said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.,And said it was a beautiful birth. I mean two pushes and the baby was out which is really great so the baby’s very unsquashed and unbattered looking for a new baby.,85.7,A_And,was,true,it was a beautiful birth
4310,Magda,"A: And %um, {lipsmack} said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.",85,And said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.,And said it was a beautiful birth. I mean two pushes and the baby was out which is really great so the baby’s very unsquashed and unbattered looking for a new baby.,85.8,A_And,pushes,true,A mean two pushes
4310,Magda,"A: And %um, {lipsmack} said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.",85,And said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.,And said it was a beautiful birth. I mean two pushes and the baby was out which is really great so the baby’s very unsquashed and unbattered looking for a new baby.,85.9,A_And,out,true,the baby was out which is really great
